session_pitch,duration_s,stp_energy_j,mean_power_w,session,session_mass_kg
2730_3,0.04999999999999982,69.23164262499975,1384.6328525,2730,89.8128
2730_5,0.055500000000000105,69.98745013000023,1261.035137477479,2730,89.8128
2734_1,0.044399999999999995,46.30467241999995,1042.8980274774765,2734,87.9984
2734_2,0.03610000000000024,40.98710914500026,1135.3769846260384,2734,87.9984
2734_3,0.05830000000000002,60.34961004499991,1035.1562614922796,2734,87.9984
2734_4,0.06390000000000007,98.84505450500012,1546.870962519562,2734,87.9984
2734_5,0.0694999999999999,99.64266817499991,1433.7074557553965,2734,87.9984
2742_1,0.07219999999999982,96.59230795999964,1337.843600554015,2742,99.792
2742_2,0.05559999999999987,81.13788618499967,1459.3144997302134,2742,99.792
2742_3,0.05840000000000001,88.98134917500016,1523.6532392979477,2742,99.792
2742_4,0.0693999999999999,71.72036069499984,1033.434592146973,2742,99.792
2742_5,0.0472999999999999,47.55058923999969,1005.2978697674374,2742,99.792
